Loyalty Number,Recency_Last_Flight,Recency_Last_Redeem,Total_Flights_2017,Total_Distance_2017,Points_Earned_2017,Points_Redeemed_2017,Dollar_Redeemed_2017,Active_Months_2017,Had_Outlier_Flight,Avg_Flights_Per_Month,Avg_Flights_Per_Active_Month,Redemption_Rate_2017,Never_Flew_2017,Has_Redeemed_2017,H1_Flights,H2_Flights,Flight_Trend_Abs,Flight_Trend_Pct,Seasonality_Index,CLV,Salary_Imputed,Education_Encoded,Loyalty_Card_Encoded,Tenure_Months,Salary_Was_Missing,Salary_Was_College_Missing,Churned,Zero_Activity_2018,Formal_Cancel,Churn_Probability,Churn_Risk_Tier,Segment_k3,Segment_ID,Segment_Name
921886,1.0,4.0,19.0,34207.0,34207.0,629.0,113.0,8,0,1.5833333333333333,2.375,0.0183880492296898,0,1,12.0,7.0,-5.0,-0.3846153846153846,1.263157894736842,10089.79,78488.0,3,3,58,0,0,0,0,0,0.0340172,Low,0,0,Loyal Regulars
189836,4.0,12.0,18.0,25425.0,25425.0,0.0,0.0,6,0,1.5,3.0,0.0,0,0,10.0,8.0,-2.0,-0.1818181818181818,1.7777777777777777,10097.2,82395.0,3,3,36,0,0,0,0,0,0.42994127,Medium,0,2,Occasional Travelers
788870,0.0,3.0,26.0,41468.0,41468.0,838.0,151.0,9,0,2.1666666666666665,2.888888888888889,0.0202083534291501,0,1,6.0,20.0,14.0,2.0,1.5384615384615383,10097.2,82395.0,3,3,66,0,0,0,0,0,0.004469048,Low,0,0,Loyal Regulars
753456,0.0,1.0,6.0,9476.0,9476.0,352.0,63.0,2,0,0.5,3.0,0.0371464753060363,0,1,0.0,6.0,6.0,6.0,4.0,10103.65,84837.0,3,3,14,0,0,0,0,0,0.05740583,Low,2,4,Rising Seasonal Flyers
759847,2.0,12.0,13.0,23286.0,23286.0,0.0,0.0,7,0,1.0833333333333333,1.8571428571428568,0.0,0,0,9.0,4.0,-5.0,-0.5,1.5384615384615383,10103.66,66055.0,3,3,77,0,0,0,0,0,0.03659678,Low,0,0,Loyal Regulars
605790,0.0,12.0,15.0,22982.0,22982.0,0.0,0.0,6,0,1.25,2.5,0.0,0,0,7.0,8.0,1.0,0.125,1.3333333333333333,10110.78,51162.0,1,3,53,0,0,0,0,0,0.050179306,Low,0,0,Loyal Regulars
984086,0.0,12.0,20.0,37087.0,37087.0,0.0,0.0,8,0,1.6666666666666667,2.5,0.0,0,0,12.0,8.0,-4.0,-0.3076923076923077,1.4,10110.96,102525.0,3,3,32,0,0,0,0,0,0.045539524,Low,0,0,Loyal Regulars
442249,7.0,8.0,6.0,8635.0,8635.0,461.0,83.0,2,0,0.5,3.0,0.0533873769542559,0,1,6.0,0.0,-6.0,-0.8571428571428571,3.333333333333333,10115.45,78393.0,3,3,32,0,0,0,0,0,0.88903135,Critical,2,2,Occasional Travelers
858222,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10127.77,66699.0,1,3,1,0,0,0,0,0,0.63163054,High,1,1,Silent Enrollees
866295,0.0,12.0,18.0,29598.0,29598.0,0.0,0.0,6,0,1.5,3.0,0.0,0,0,0.0,18.0,18.0,18.0,2.2222222222222223,10155.3,52947.0,3,3,9,0,0,1,0,1,0.9920081,Critical,2,4,Rising Seasonal Flyers
546827,2.0,7.0,21.0,27937.0,27937.0,1033.0,186.0,8,0,1.75,2.625,0.0369760532626982,0,1,13.0,8.0,-5.0,-0.3571428571428571,1.7142857142857142,10169.37,73455.0,2,3,79,1,1,0,0,0,0.020168506,Low,0,0,Loyal Regulars
938822,0.0,1.0,13.0,11633.0,11633.0,826.0,149.0,4,0,1.0833333333333333,3.25,0.071004899853864,0,1,0.0,13.0,13.0,13.0,2.4615384615384617,10171.34,83276.0,3,3,17,0,0,0,0,0,0.036859047,Low,2,4,Rising Seasonal Flyers
300606,0.0,6.0,17.0,28491.0,28491.0,573.0,103.0,8,0,1.4166666666666667,2.125,0.0201116141939559,0,1,10.0,7.0,-3.0,-0.2727272727272727,1.411764705882353,10171.48,86234.0,3,3,68,0,0,0,0,0,0.005714543,Low,0,0,Loyal Regulars
392335,1.0,12.0,17.0,29721.0,29721.0,0.0,0.0,6,0,1.4166666666666667,2.833333333333333,0.0,0,0,12.0,5.0,-7.0,-0.5384615384615384,1.8823529411764703,10171.48,86234.0,3,3,51,0,0,0,0,0,0.11551378,Low,0,0,Loyal Regulars
189822,1.0,1.0,23.0,41780.0,41780.0,382.0,69.0,8,0,1.9166666666666667,2.875,0.009143130684538,0,1,13.0,10.0,-3.0,-0.2142857142857142,1.2173913043478262,10179.72,83773.0,4,3,77,0,0,0,0,0,0.008668062,Low,0,0,Loyal Regulars
678243,0.0,12.0,25.0,35141.0,35141.0,0.0,0.0,7,0,2.083333333333333,3.571428571428572,0.0,0,0,10.0,15.0,5.0,0.4545454545454545,1.6,10179.72,83773.0,4,3,48,0,0,0,0,0,0.09765446,Low,0,0,Loyal Regulars
138025,1.0,12.0,13.0,16987.0,16987.0,0.0,0.0,5,0,1.0833333333333333,2.6,0.0,0,0,1.0,12.0,11.0,5.5,1.8461538461538465,10208.93,57870.0,3,3,8,0,0,1,1,1,0.9882195,Critical,2,4,Rising Seasonal Flyers
290554,0.0,3.0,24.0,38184.0,38184.0,924.0,167.0,8,0,2.0,3.0,0.024198617221873,0,1,10.0,14.0,4.0,0.3636363636363636,1.8333333333333333,10208.93,57870.0,3,3,66,0,0,0,0,0,0.008854161,Low,0,0,Loyal Regulars
653081,0.0,2.0,17.0,21347.0,21347.0,748.0,135.0,5,0,1.4166666666666667,3.4,0.0350400524663887,0,1,0.0,17.0,17.0,17.0,2.117647058823529,10208.93,57870.0,3,3,77,0,0,0,0,0,0.02054191,Low,2,4,Rising Seasonal Flyers
681593,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10208.93,57870.0,3,3,7,0,0,0,0,0,0.21317923,Medium,1,1,Silent Enrollees
705006,1.0,5.0,17.0,17230.0,17230.0,536.0,96.0,8,0,1.4166666666666667,2.125,0.0311085316308763,0,1,7.0,10.0,3.0,0.375,1.8823529411764703,10208.93,57870.0,3,3,58,0,0,0,0,0,0.045258604,Low,0,2,Occasional Travelers
907077,2.0,4.0,21.0,29322.0,29322.0,697.0,125.0,6,0,1.75,3.5,0.0237705477116158,0,1,12.0,9.0,-3.0,-0.2307692307692307,1.9047619047619049,10208.93,57870.0,3,3,65,0,0,1,0,1,0.023089329,Low,0,0,Loyal Regulars
842793,0.0,12.0,13.0,20578.0,20578.0,0.0,0.0,6,0,1.0833333333333333,2.1666666666666665,0.0,0,0,5.0,8.0,3.0,0.5,1.8461538461538465,10209.02,58665.0,3,3,34,0,0,0,0,0,0.07504355,Low,0,2,Occasional Travelers
273144,0.0,4.0,29.0,48941.0,48941.0,657.0,118.0,8,0,2.4166666666666665,3.625,0.0134243272511799,0,1,19.0,10.0,-9.0,-0.45,1.5172413793103448,10212.02,100633.0,3,3,44,0,0,0,0,0,0.034521744,Low,0,0,Loyal Regulars
311857,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10215.78,150106.0,5,3,0,0,0,1,1,0,0.9847987,Critical,1,1,Silent Enrollees
112894,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10221.81,73455.0,2,3,0,1,1,1,1,0,0.99182653,Critical,1,1,Silent Enrollees
895346,0.0,12.0,27.0,40712.0,40712.0,0.0,0.0,9,0,2.25,3.0,0.0,0,0,11.0,16.0,5.0,0.4166666666666667,1.3333333333333333,10221.81,73455.0,2,3,37,1,1,0,0,0,0.105429016,Low,0,0,Loyal Regulars
826149,0.0,3.0,17.0,24708.0,24708.0,769.0,138.0,8,0,1.4166666666666667,2.125,0.0311235227456694,0,1,7.0,10.0,3.0,0.375,1.411764705882353,10242.41,73455.0,2,3,36,1,1,0,0,0,0.123673104,Low,0,2,Occasional Travelers
459128,0.0,12.0,19.0,37120.0,37120.0,0.0,0.0,7,0,1.5833333333333333,2.7142857142857144,0.0,0,0,7.0,12.0,5.0,0.625,1.6842105263157894,10248.9,70465.0,3,3,27,0,0,0,0,0,0.059383035,Low,0,0,Loyal Regulars
524951,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10272.61,75918.0,3,3,0,0,0,1,1,0,0.9922954,Critical,1,1,Silent Enrollees
649994,0.0,2.0,23.0,30568.0,30568.0,989.0,178.0,9,0,1.9166666666666667,2.555555555555556,0.0323540957864433,0,1,12.0,11.0,-1.0,-0.0769230769230769,1.391304347826087,10295.47,49997.0,3,3,69,0,0,0,0,0,0.0037063723,Low,0,0,Loyal Regulars
413101,0.0,7.0,18.0,26267.0,26267.0,607.0,109.0,7,0,1.5,2.571428571428572,0.0231088437963985,0,1,10.0,8.0,-2.0,-0.1818181818181818,2.0,10298.39,79342.0,3,3,66,0,0,0,0,0,0.005618696,Low,0,0,Loyal Regulars
165893,0.0,8.0,16.0,21365.0,21365.0,574.0,103.0,7,0,1.3333333333333333,2.2857142857142856,0.0268663702316873,0,1,11.0,5.0,-6.0,-0.5,2.5,10302.9,47887.0,3,3,79,0,0,0,0,0,0.005747439,Low,0,2,Occasional Travelers
206207,0.0,11.0,15.0,27132.0,27132.0,506.0,91.0,5,0,1.25,3.0,0.0186495650891935,0,1,6.0,9.0,3.0,0.4285714285714285,1.3333333333333333,10307.65,89245.0,3,3,59,0,0,0,0,0,0.12233559,Low,0,0,Loyal Regulars
584833,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10307.65,89245.0,3,3,13,0,0,0,0,0,0.086820394,Low,1,1,Silent Enrollees
222102,1.0,1.0,33.0,46706.0,46706.0,483.0,87.0,10,0,2.75,3.3,0.0103412837751038,0,1,17.0,16.0,-1.0,-0.0555555555555555,1.4545454545454546,10330.44,73236.0,3,3,74,0,0,0,0,0,0.01742836,Low,0,0,Loyal Regulars
752259,1.0,1.0,18.0,24612.0,24612.0,861.0,155.0,7,0,1.5,2.571428571428572,0.0349829351535836,0,1,3.0,15.0,12.0,3.0,2.6666666666666665,10330.44,73236.0,3,3,33,0,0,0,0,0,0.0860874,Low,0,2,Occasional Travelers
577278,0.0,10.0,7.0,9640.0,9640.0,930.0,168.0,4,0,0.5833333333333334,1.75,0.0964730290456431,0,1,3.0,4.0,1.0,0.25,1.7142857142857142,10340.46,61822.0,3,3,80,0,0,0,0,0,0.0069177006,Low,0,2,Occasional Travelers
685546,1.0,12.0,17.0,24286.0,24286.0,0.0,0.0,9,0,1.4166666666666667,1.8888888888888888,0.0,0,0,9.0,8.0,-1.0,-0.1,1.8823529411764703,10346.32,73455.0,2,3,54,1,1,0,0,0,0.12687865,Low,0,0,Loyal Regulars
455758,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10357.51,81892.0,3,3,12,0,0,0,0,0,0.06174501,Low,1,1,Silent Enrollees
931657,0.0,6.0,24.0,33377.0,33377.0,603.0,109.0,8,0,2.0,3.0,0.0180663331036342,0,1,16.0,8.0,-8.0,-0.4705882352941176,1.5,10357.63,70495.0,3,3,77,0,0,0,0,0,0.004642723,Low,0,0,Loyal Regulars
486143,0.0,12.0,21.0,32021.0,32021.0,0.0,0.0,6,0,1.75,3.5,0.0,0,0,12.0,9.0,-3.0,-0.2307692307692307,2.095238095238096,10369.39,73455.0,2,3,7,1,1,0,0,0,0.0786049,Low,0,2,Occasional Travelers
148767,0.0,6.0,30.0,47285.0,47285.0,736.0,132.0,10,0,2.5,3.0,0.0155651898064925,0,1,17.0,13.0,-4.0,-0.2222222222222222,1.4666666666666666,10373.89,77705.0,3,3,71,0,0,0,0,0,0.0071723405,Low,0,0,Loyal Regulars
696864,1.0,1.0,20.0,23652.0,23652.0,2230.0,402.0,7,0,1.6666666666666667,2.857142857142857,0.0942837814983933,0,1,5.0,15.0,10.0,1.6666666666666667,2.6,10373.89,77705.0,3,3,21,0,0,0,0,0,0.017110664,Low,0,2,Occasional Travelers
437403,7.0,11.0,19.0,22518.0,22518.0,379.0,68.0,5,0,1.5833333333333333,3.8,0.0168309796607158,0,1,19.0,0.0,-19.0,-0.95,2.3157894736842106,10388.99,56370.0,3,3,8,0,0,1,1,1,0.99834824,Critical,0,2,Occasional Travelers
767648,0.0,12.0,9.0,11699.0,11699.0,0.0,0.0,2,0,0.75,4.5,0.0,0,0,0.0,9.0,9.0,9.0,4.0,10396.53,57480.0,3,3,15,0,0,0,0,0,0.006839825,Low,2,4,Rising Seasonal Flyers
521225,3.0,5.0,9.0,14323.0,14323.0,632.0,114.0,5,0,0.75,1.8,0.0441248341827829,0,1,4.0,5.0,1.0,0.2,2.2222222222222223,10408.97,102782.0,4,3,62,0,0,0,0,0,0.15993218,Low,0,2,Occasional Travelers
521486,1.0,7.0,18.0,25418.0,25418.0,986.0,177.0,6,0,1.5,3.0,0.0387914076638602,0,1,10.0,8.0,-2.0,-0.1818181818181818,1.5555555555555556,10408.97,102782.0,4,3,38,0,0,0,0,0,0.13974476,Low,0,2,Occasional Travelers
956477,0.0,12.0,11.0,8353.0,8353.0,0.0,0.0,4,0,0.9166666666666666,2.75,0.0,0,0,3.0,8.0,5.0,1.25,2.909090909090909,10419.17,90587.0,3,3,68,0,0,0,0,0,0.024210218,Low,0,2,Occasional Travelers
225920,2.0,2.0,19.0,25007.0,25007.0,552.0,99.0,8,0,1.5833333333333333,2.375,0.0220738193305874,0,1,12.0,7.0,-5.0,-0.3846153846153846,1.6842105263157894,10425.99,82078.0,3,3,30,0,0,0,0,0,0.15251581,Low,0,2,Occasional Travelers
251874,0.0,11.0,15.0,17121.0,17121.0,435.0,78.0,3,0,1.25,5.0,0.0254073944278955,0,1,4.0,11.0,7.0,1.4,1.6,10442.65,54390.0,1,3,73,0,0,0,0,0,0.004509514,Low,0,2,Occasional Travelers
660684,1.0,12.0,21.0,32263.0,32263.0,0.0,0.0,7,0,1.75,3.0,0.0,0,0,8.0,13.0,5.0,0.5555555555555556,1.3333333333333333,10442.65,54390.0,1,3,23,0,0,0,0,0,0.08802192,Low,0,0,Loyal Regulars
432200,0.0,12.0,24.0,34600.0,34600.0,0.0,0.0,7,0,2.0,3.4285714285714284,0.0,0,0,17.0,7.0,-10.0,-0.5555555555555556,2.333333333333333,10477.78,76856.0,3,3,60,0,0,0,0,0,0.019605193,Low,0,0,Loyal Regulars
467631,0.0,1.0,37.0,39457.0,39457.0,403.0,73.0,9,0,3.083333333333333,4.111111111111111,0.0102136503028613,0,1,13.0,24.0,11.0,0.7857142857142857,1.6216216216216215,10479.9,89302.0,3,3,31,0,0,0,0,0,0.015958253,Low,0,0,Loyal Regulars
540109,1.0,12.0,14.0,24754.0,24754.0,0.0,0.0,5,0,1.1666666666666667,2.8,0.0,0,0,4.0,10.0,6.0,1.2,2.0,10479.9,89302.0,3,3,75,0,0,0,0,0,0.024642147,Low,0,0,Loyal Regulars
893294,0.0,11.0,20.0,31028.0,31028.0,343.0,62.0,7,0,1.6666666666666667,2.857142857142857,0.0110545313910016,0,1,6.0,14.0,8.0,1.1428571428571428,1.6,10484.92,76622.0,3,3,67,0,0,0,0,0,0.018531585,Low,0,0,Loyal Regulars
919285,0.0,4.0,17.0,20602.0,20602.0,582.0,105.0,5,0,1.4166666666666667,3.4,0.0282496844966508,0,1,8.0,9.0,1.0,0.1111111111111111,1.8823529411764703,10484.92,76622.0,3,3,76,0,0,0,0,0,0.0157379,Low,0,2,Occasional Travelers
684491,1.0,12.0,18.0,36016.0,36016.0,0.0,0.0,5,0,1.5,3.6,0.0,0,0,11.0,7.0,-4.0,-0.3333333333333333,2.0,10487.74,54340.0,3,3,24,0,0,0,0,0,0.051617064,Low,0,2,Occasional Travelers
405318,0.0,6.0,26.0,41358.0,41358.0,553.0,100.0,9,0,2.1666666666666665,2.888888888888889,0.0133710527588374,0,1,7.0,19.0,12.0,1.5,1.8461538461538465,10506.88,59665.0,3,3,52,0,0,0,0,0,0.060196053,Low,0,0,Loyal Regulars
266757,1.0,12.0,17.0,33351.0,33351.0,0.0,0.0,5,0,1.4166666666666667,3.4,0.0,0,0,14.0,3.0,-11.0,-0.7333333333333333,1.8823529411764703,10506.94,77019.0,3,3,31,0,0,0,0,0,0.09569365,Low,0,2,Occasional Travelers
643912,0.0,2.0,24.0,30203.0,30203.0,1047.0,189.0,10,0,2.0,2.4,0.0346654305863655,0,1,13.0,11.0,-2.0,-0.1428571428571428,1.5,10506.94,77019.0,3,3,68,0,0,0,0,0,0.003924803,Low,0,0,Loyal Regulars
654122,0.0,12.0,34.0,56908.0,56908.0,0.0,0.0,10,0,2.833333333333333,3.4,0.0,0,0,11.0,23.0,12.0,1.0,2.0,10507.5,87921.0,3,3,43,0,0,0,0,0,0.040271923,Low,0,0,Loyal Regulars
668843,1.0,12.0,2.0,4778.0,4778.0,0.0,0.0,1,0,0.1666666666666666,2.0,0.0,0,0,0.0,2.0,2.0,2.0,4.0,10507.69,60293.0,1,3,14,0,0,0,0,0,0.015471948,Low,2,4,Rising Seasonal Flyers
707424,0.0,5.0,19.0,33982.0,33982.0,766.0,138.0,7,0,1.5833333333333333,2.7142857142857144,0.0225413454181625,0,1,11.0,8.0,-3.0,-0.25,1.6842105263157894,10515.97,47638.0,3,3,40,0,0,0,0,0,0.1576719,Low,0,0,Loyal Regulars
725962,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10515.97,47638.0,3,3,4,0,0,0,0,0,0.28913602,Medium,1,1,Silent Enrollees
411686,0.0,12.0,16.0,26823.0,26823.0,0.0,0.0,6,0,1.3333333333333333,2.6666666666666665,0.0,0,0,6.0,10.0,4.0,0.5714285714285714,2.0,10517.16,66084.0,3,3,77,0,0,0,0,0,0.00928364,Low,0,0,Loyal Regulars
481860,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10524.71,61419.0,3,3,12,0,0,0,0,0,0.052086458,Low,1,1,Silent Enrollees
164017,0.0,2.0,7.0,11893.0,11893.0,1335.0,241.0,3,0,0.5833333333333334,2.333333333333333,0.1122509038930463,0,1,2.0,5.0,3.0,1.0,2.857142857142857,10529.01,80926.0,5,3,19,0,0,0,0,0,0.018191375,Low,2,3,Reward Maximizers
812417,3.0,12.0,15.0,24001.0,24001.0,0.0,0.0,7,0,1.25,2.142857142857143,0.0,0,0,6.0,9.0,3.0,0.4285714285714285,2.4,10529.01,80926.0,5,3,56,0,0,0,0,0,0.1944465,Low,0,2,Occasional Travelers
473786,3.0,7.0,23.0,36038.0,36038.0,455.0,82.0,7,0,1.9166666666666667,3.2857142857142856,0.012625561906876,0,1,15.0,8.0,-7.0,-0.4375,1.7391304347826086,10536.08,99947.0,3,3,24,0,0,1,0,1,0.66953593,High,0,2,Occasional Travelers
438698,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10541.11,75786.0,3,3,1,0,0,1,1,0,0.81479025,Critical,1,1,Silent Enrollees
732368,0.0,0.0,19.0,39574.0,39574.0,633.0,114.0,7,0,1.5833333333333333,2.7142857142857144,0.0159953504826401,0,1,14.0,5.0,-9.0,-0.6,1.4736842105263157,10541.11,75786.0,3,3,76,0,0,0,0,0,0.0015672164,Low,0,0,Loyal Regulars
124761,1.0,12.0,23.0,42548.0,42548.0,0.0,0.0,8,0,1.9166666666666667,2.875,0.0,0,0,14.0,9.0,-5.0,-0.3333333333333333,1.391304347826087,10546.66,64046.0,3,3,59,0,0,0,0,0,0.11088998,Low,0,0,Loyal Regulars
126581,0.0,3.0,27.0,42289.0,42289.0,968.0,174.0,8,0,2.25,3.375,0.0228901132682257,0,1,5.0,22.0,17.0,2.833333333333333,1.7777777777777777,10546.66,64046.0,3,3,42,0,0,0,0,0,0.046008855,Low,0,0,Loyal Regulars
502390,0.0,8.0,25.0,36102.0,36102.0,372.0,67.0,10,0,2.083333333333333,2.5,0.0103041382748878,0,1,14.0,11.0,-3.0,-0.2,1.44,10548.54,51999.0,3,3,43,0,0,0,0,0,0.02401625,Low,0,0,Loyal Regulars
940760,0.0,3.0,23.0,33092.0,33092.0,890.0,160.0,9,0,1.9166666666666667,2.555555555555556,0.0268947177565574,0,1,10.0,13.0,3.0,0.2727272727272727,1.391304347826087,10548.54,51999.0,3,3,66,0,0,0,0,0,0.0045800754,Low,0,0,Loyal Regulars
914609,0.0,12.0,23.0,39259.0,39259.0,0.0,0.0,7,0,1.9166666666666667,3.2857142857142856,0.0,0,0,9.0,14.0,5.0,0.5,1.565217391304348,10551.15,69183.0,3,3,21,0,0,0,0,0,0.14420395,Low,0,0,Loyal Regulars
717250,0.0,8.0,20.0,33144.0,33144.0,416.0,75.0,7,0,1.6666666666666667,2.857142857142857,0.0125512913347815,0,1,4.0,16.0,12.0,2.4,2.0,10552.17,66856.0,3,3,6,0,0,0,0,0,0.20266515,Medium,0,2,Occasional Travelers
768996,0.0,1.0,23.0,25654.0,25654.0,478.0,86.0,7,0,1.9166666666666667,3.2857142857142856,0.0186325719186091,0,1,10.0,13.0,3.0,0.2727272727272727,1.2173913043478262,10552.88,88710.0,3,3,79,0,0,0,0,0,0.012264342,Low,0,0,Loyal Regulars
932526,1.0,12.0,2.0,2590.0,2590.0,0.0,0.0,1,0,0.1666666666666666,2.0,0.0,0,0,0.0,2.0,2.0,2.0,4.0,10570.79,99260.0,3,3,14,0,0,0,0,0,0.029094536,Low,2,4,Rising Seasonal Flyers
323542,0.0,2.0,21.0,29711.0,29711.0,1377.0,247.0,7,0,1.75,3.0,0.0463464710040052,0,1,8.0,13.0,5.0,0.5555555555555556,1.5238095238095235,10571.54,100792.0,3,3,44,0,0,0,0,0,0.03959828,Low,0,0,Loyal Regulars
637580,0.0,4.0,18.0,28718.0,28718.0,876.0,157.0,6,0,1.5,3.0,0.0305035169580054,0,1,5.0,13.0,8.0,1.3333333333333333,2.0,10571.54,100792.0,3,3,71,0,0,0,0,0,0.009833128,Low,0,0,Loyal Regulars
183208,0.0,0.0,21.0,43739.0,43739.0,2034.0,366.0,8,0,1.75,2.625,0.0465031207846544,0,1,3.0,18.0,15.0,3.75,2.6666666666666665,10575.95,73455.0,2,3,55,1,1,0,0,0,0.03994055,Low,0,0,Loyal Regulars
131342,0.0,9.0,24.0,39832.0,39832.0,622.0,112.0,9,0,2.0,2.6666666666666665,0.0156155854589274,0,1,13.0,11.0,-2.0,-0.1428571428571428,1.1666666666666667,10581.28,63015.0,3,3,31,0,0,0,0,0,0.038324513,Low,0,0,Loyal Regulars
331094,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10592.59,75512.0,3,3,7,0,0,0,0,0,0.2738033,Medium,1,1,Silent Enrollees
424126,0.0,10.0,14.0,19543.0,19543.0,398.0,72.0,8,0,1.1666666666666667,1.75,0.0203653482065189,0,1,4.0,10.0,6.0,1.2,2.0,10593.59,100722.0,3,3,27,0,0,0,0,0,0.08263228,Low,0,2,Occasional Travelers
869226,1.0,0.0,21.0,36289.0,36289.0,847.0,152.0,8,0,1.75,2.625,0.023340406183692,0,1,10.0,11.0,1.0,0.0909090909090909,1.9047619047619049,10595.81,73455.0,2,3,35,1,1,0,0,0,0.09939293,Low,0,0,Loyal Regulars
437357,0.0,9.0,15.0,19027.0,19027.0,411.0,74.0,7,0,1.25,2.142857142857143,0.0216008829557996,0,1,11.0,4.0,-7.0,-0.5833333333333334,1.6,10611.56,73455.0,2,3,40,1,1,0,0,0,0.08940313,Low,0,2,Occasional Travelers
485040,0.0,7.0,23.0,33464.0,33464.0,393.0,71.0,8,0,1.9166666666666667,2.875,0.0117439636624432,0,1,12.0,11.0,-1.0,-0.0769230769230769,1.7391304347826086,10620.49,57958.0,3,3,51,0,0,0,0,0,0.16648746,Low,0,0,Loyal Regulars
840376,0.0,12.0,24.0,41757.0,41757.0,0.0,0.0,8,0,2.0,3.0,0.0,0,0,13.0,11.0,-2.0,-0.1428571428571428,1.8333333333333333,10620.49,57958.0,3,3,24,0,0,0,0,0,0.064660236,Low,0,0,Loyal Regulars
187887,1.0,12.0,17.0,24490.0,24490.0,0.0,0.0,9,0,1.4166666666666667,1.8888888888888888,0.0,0,0,13.0,4.0,-9.0,-0.6428571428571429,1.6470588235294117,10633.5,90480.0,3,3,47,0,0,0,0,0,0.08577133,Low,0,0,Loyal Regulars
113679,1.0,11.0,30.0,32849.0,32849.0,341.0,61.0,10,0,2.5,3.0,0.0103808335109135,0,1,16.0,14.0,-2.0,-0.1176470588235294,1.7333333333333334,10634.84,73455.0,2,3,59,1,1,0,0,0,0.18584986,Low,0,0,Loyal Regulars
188542,0.0,10.0,24.0,32449.0,32449.0,462.0,83.0,7,0,2.0,3.4285714285714284,0.0142377268945113,0,1,11.0,13.0,2.0,0.1666666666666666,1.3333333333333333,10640.94,68823.0,3,3,38,0,0,0,0,0,0.19100802,Low,0,0,Loyal Regulars
579990,3.0,10.0,22.0,39668.0,39668.0,294.0,53.0,6,0,1.8333333333333333,3.6666666666666665,0.0074115155793082,0,1,18.0,4.0,-14.0,-0.7368421052631579,2.1818181818181817,10640.94,68823.0,3,3,76,0,0,0,0,0,0.022840066,Low,0,0,Loyal Regulars
295412,2.0,2.0,22.0,32799.0,32799.0,1432.0,258.0,9,0,1.8333333333333333,2.4444444444444446,0.0436598676788926,0,1,14.0,8.0,-6.0,-0.4,1.6363636363636365,10656.88,84988.0,3,3,79,0,0,0,0,0,0.005362978,Low,0,0,Loyal Regulars
523904,2.0,5.0,25.0,44363.0,44363.0,446.0,80.0,9,0,2.083333333333333,2.7777777777777777,0.0100534228974595,0,1,14.0,11.0,-3.0,-0.2,1.28,10656.88,84988.0,3,3,45,0,0,0,0,0,0.2817843,Medium,0,0,Loyal Regulars
702269,0.0,0.0,3.0,4227.0,4227.0,671.0,121.0,1,0,0.25,3.0,0.1587414241779039,0,1,0.0,3.0,3.0,3.0,4.0,10656.88,84988.0,3,3,13,0,0,0,0,0,0.103751905,Low,2,3,Reward Maximizers
561917,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,10662.63,77574.0,3,3,5,0,0,0,0,0,0.3462807,Medium,1,1,Silent Enrollees
169665,2.0,12.0,20.0,30360.0,30360.0,0.0,0.0,8,0,1.6666666666666667,2.5,0.0,0,0,12.0,8.0,-4.0,-0.3076923076923077,1.6,10676.59,72526.0,3,3,60,0,0,0,0,0,0.059550274,Low,0,0,Loyal Regulars
178720,0.0,12.0,15.0,21084.0,21084.0,0.0,0.0,6,0,1.25,2.5,0.0,0,0,8.0,7.0,-1.0,-0.1111111111111111,1.8666666666666667,10677.25,65371.0,3,3,53,0,0,0,0,0,0.0783701,Low,0,2,Occasional Travelers
813725,2.0,12.0,13.0,13846.0,13846.0,0.0,0.0,4,0,1.0833333333333333,3.25,0.0,0,0,5.0,8.0,3.0,0.5,1.8461538461538465,10677.25,65371.0,3,3,51,0,0,0,0,0,0.2592048,Medium,0,2,Occasional Travelers
