Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Salary_Imputed,Salary_Was_Missing,Salary_Was_College_Missing,Tenure_Months
693852,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,61668.0,Divorced,Aurora,9559.34,Standard,2014,3,,,61668.0,0,0,57
618817,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,91479.0,Divorced,Aurora,9567.71,Standard,2015,9,,,91479.0,0,0,39
446096,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Aurora,9575.76,Standard,2018,9,,,73455.0,1,1,3
201898,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Aurora,9591.03,Standard,2017,7,2018.0,3.0,73455.0,1,1,8
243455,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,60252.0,Divorced,Aurora,9597.47,Standard,2017,4,,,60252.0,0,0,20
514235,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,57077.0,Married,Aurora,9613.61,Standard,2017,8,,,57077.0,0,0,16
858453,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,90839.0,Married,Aurora,9618.31,Standard,2012,12,,,90839.0,0,0,72
257393,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,50660.0,Single,Aurora,9624.52,Standard,2013,12,2016.0,2.0,50660.0,0,0,26
972795,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,50660.0,Single,Aurora,9624.52,Standard,2016,12,,,50660.0,0,0,24
831797,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55613.0,Married,Nova,7519.03,2018 Promotion,2018,3,,,55613.0,0,0,9
547522,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,98009.0,Divorced,Aurora,9635.58,Standard,2016,1,,,98009.0,0,0,35
980494,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,57686.0,Married,Aurora,9638.07,Standard,2018,7,,,57686.0,0,0,5
699397,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,54174.0,Married,Aurora,9640.53,Standard,2012,5,,,54174.0,0,0,79
561053,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,81499.0,Single,Aurora,9654.52,Standard,2015,12,,,81499.0,0,0,36
898229,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,81499.0,Single,Aurora,9654.52,Standard,2013,9,,,81499.0,0,0,63
173356,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Aurora,9655.44,Standard,2016,7,,,73455.0,1,1,29
663382,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Aurora,9655.44,Standard,2014,2,,,73455.0,1,1,58
462247,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Aurora,9657.58,Standard,2018,1,,,73455.0,1,1,11
533365,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Married,Aurora,9657.58,Standard,2012,11,,,73455.0,1,1,73
619404,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Married,Aurora,9657.58,Standard,2016,4,,,73455.0,1,1,32
370014,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Married,Aurora,9661.1,Standard,2015,4,,,73455.0,1,1,44
672308,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Married,Aurora,9661.1,Standard,2013,4,,,73455.0,1,1,68
517472,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,74651.0,Single,Nova,7840.17,2018 Promotion,2018,2,2018.0,10.0,74651.0,0,0,8
647726,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,85240.0,Divorced,Aurora,9667.13,Standard,2015,12,,,85240.0,0,0,36
112026,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,185468.0,Divorced,Aurora,9670.18,Standard,2014,1,,,185468.0,0,0,59
853540,Canada,Yukon,Whitehorse,Y2K 6R0,Female,High School or Below,69957.0,Single,Aurora,9688.13,Standard,2017,10,,,69957.0,0,0,14
400513,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,46548.0,Single,Aurora,9688.33,Standard,2012,11,,,46548.0,0,0,73
755014,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,46548.0,Single,Aurora,9688.33,Standard,2012,9,,,46548.0,0,0,75
212707,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,95445.0,Single,Aurora,9696.55,Standard,2012,10,,,95445.0,0,0,74
120192,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,65324.0,Married,Aurora,9701.03,Standard,2013,3,,,65324.0,0,0,69
711500,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Nova,8034.52,2018 Promotion,2018,2,,,73455.0,1,1,10
374941,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Aurora,9713.16,Standard,2017,8,,,73455.0,1,1,16
502141,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,9713.16,Standard,2017,9,,,73455.0,1,1,15
332430,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Divorced,Aurora,9747.99,Standard,2016,4,,,73455.0,1,1,32
941882,Canada,Ontario,Toronto,M1R 4K3,Female,High School or Below,54912.0,Married,Aurora,9753.31,Standard,2014,7,,,54912.0,0,0,53
872814,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,81396.0,Married,Aurora,9756.04,Standard,2012,12,,,81396.0,0,0,72
969378,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,81396.0,Married,Aurora,9756.04,Standard,2016,9,,,81396.0,0,0,27
608504,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,87264.0,Married,Aurora,9766.22,Standard,2012,7,,,87264.0,0,0,77
902562,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,87264.0,Married,Aurora,9766.22,Standard,2013,11,,,87264.0,0,0,61
998580,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,58414.0,Married,Aurora,9767.94,Standard,2013,8,,,58414.0,0,0,64
606600,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,102168.0,Married,Aurora,9774.61,Standard,2013,8,2018.0,11.0,102168.0,0,0,63
329826,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,104617.0,Married,Aurora,9778.73,Standard,2014,11,,,104617.0,0,0,49
297167,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,63035.0,Married,Nova,8406.39,2018 Promotion,2018,4,,,63035.0,0,0,8
491513,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Married,Aurora,9783.63,Standard,2016,1,,,73455.0,1,1,35
665031,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,64811.0,Married,Aurora,9799.18,Standard,2015,5,2016.0,1.0,64811.0,0,0,8
192355,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,55502.0,Married,Aurora,9800.34,Standard,2016,6,,,55502.0,0,0,30
689839,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,8460.81,2018 Promotion,2018,3,,,73455.0,1,1,9
147602,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,9817.03,Standard,2015,3,,,73455.0,1,1,45
514042,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,72225.0,Divorced,Aurora,9837.51,Standard,2017,2,,,72225.0,0,0,22
284892,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,73449.0,Single,Nova,8810.9,2018 Promotion,2018,4,,,73449.0,0,0,8
828852,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Aurora,9868.6,Standard,2018,6,,,73455.0,1,1,6
505871,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53565.0,Single,Aurora,9875.09,Standard,2012,10,,,53565.0,0,0,74
381748,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,77514.0,Married,Aurora,9880.1,Standard,2014,12,,,77514.0,0,0,48
533950,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,58671.0,Married,Aurora,9880.39,Standard,2013,1,,,58671.0,0,0,71
973070,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,58671.0,Married,Aurora,9880.39,Standard,2014,4,2014.0,12.0,58671.0,0,0,8
131721,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,64701.0,Married,Aurora,9886.66,Standard,2017,2,,,64701.0,0,0,22
314842,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,64701.0,Married,Aurora,9886.66,Standard,2013,1,,,64701.0,0,0,71
138873,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,70256.0,Married,Aurora,9890.21,Standard,2013,9,2017.0,11.0,70256.0,0,0,50
223081,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,54301.0,Divorced,Aurora,9915.9,Standard,2013,8,2016.0,3.0,54301.0,0,0,31
135872,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,59334.0,Divorced,Aurora,9927.05,Standard,2015,2,2017.0,1.0,59334.0,0,0,23
863093,Canada,Alberta,Edmonton,T9G 1W3,Male,High School or Below,59334.0,Divorced,Aurora,9927.05,Standard,2018,6,,,59334.0,0,0,6
812373,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,87099.0,Married,Aurora,9928.87,Standard,2015,9,,,87099.0,0,0,39
618523,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,87499.0,Married,Aurora,9939.26,Standard,2015,2,2018.0,12.0,87499.0,0,0,46
705113,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,87499.0,Married,Aurora,9939.26,Standard,2015,11,,,87499.0,0,0,37
659112,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,81585.0,Single,Aurora,9942.3,Standard,2016,8,,,81585.0,0,0,28
765955,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,81585.0,Single,Aurora,9942.3,Standard,2014,12,,,81585.0,0,0,48
375814,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Aurora,9955.49,Standard,2012,10,,,73455.0,1,1,74
969687,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,,Single,Aurora,9983.13,Standard,2016,4,,,73455.0,1,1,32
289732,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,103759.0,Married,Aurora,10003.25,Standard,2013,7,,,103759.0,0,0,65
585275,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Aurora,10004.03,Standard,2017,1,,,73455.0,1,1,23
710364,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Aurora,10004.03,Standard,2014,7,,,73455.0,1,1,53
419275,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,77934.0,Married,Aurora,10016.29,Standard,2016,12,,,77934.0,0,0,24
264145,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Aurora,10025.92,Standard,2015,10,,,73455.0,1,1,38
658726,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Aurora,10033.28,Standard,2016,2,2017.0,6.0,73455.0,1,1,16
256920,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Aurora,10036.54,Standard,2018,7,,,73455.0,1,1,5
314898,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Aurora,10036.54,Standard,2016,4,,,73455.0,1,1,32
140735,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,124103.0,Single,Aurora,10056.51,Standard,2014,3,2014.0,8.0,124103.0,0,0,5
284362,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,124103.0,Single,Aurora,10056.51,Standard,2016,1,,,124103.0,0,0,35
792932,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Aurora,10058.74,Standard,2016,2,2017.0,1.0,73455.0,1,1,11
198713,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,46863.0,Married,Aurora,10064.61,Standard,2016,8,,,46863.0,0,0,28
713853,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,76502.0,Married,Aurora,10080.37,Standard,2017,1,,,76502.0,0,0,23
349490,Canada,Quebec,Montreal,H2Y 2W2,Male,Master,75891.0,Divorced,Aurora,10083.49,Standard,2015,7,,,75891.0,0,0,41
369242,Canada,Newfoundland,St. John's,A1C 6H9,Female,Master,75891.0,Divorced,Aurora,10083.49,Standard,2016,3,,,75891.0,0,0,33
985320,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,75891.0,Divorced,Aurora,10083.49,Standard,2017,6,2018.0,2.0,75891.0,0,0,8
921886,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,78488.0,Single,Aurora,10089.79,Standard,2014,2,,,78488.0,0,0,58
189836,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,82395.0,Married,Aurora,10097.2,Standard,2015,12,,,82395.0,0,0,36
788870,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,82395.0,Married,Aurora,10097.2,Standard,2013,6,,,82395.0,0,0,66
753456,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,84837.0,Married,Aurora,10103.65,Standard,2017,10,,,84837.0,0,0,14
759847,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,66055.0,Single,Aurora,10103.66,Standard,2012,7,,,66055.0,0,0,77
605790,Canada,Alberta,Edmonton,T3G 6Y6,Male,High School or Below,51162.0,Married,Aurora,10110.78,Standard,2014,7,,,51162.0,0,0,53
984086,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,102525.0,Married,Aurora,10110.96,Standard,2016,4,,,102525.0,0,0,32
442249,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,78393.0,Divorced,Aurora,10115.45,Standard,2016,4,,,78393.0,0,0,32
858222,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,66699.0,Married,Aurora,10127.77,Standard,2018,11,,,66699.0,0,0,1
866295,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,52947.0,Single,Aurora,10155.3,Standard,2017,6,2018.0,3.0,52947.0,0,0,9
546827,Canada,Alberta,Peace River,T9O 2W2,Female,College,,Married,Aurora,10169.37,Standard,2012,5,,,73455.0,1,1,79
938822,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,83276.0,Divorced,Aurora,10171.34,Standard,2017,7,,,83276.0,0,0,17
300606,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,86234.0,Married,Aurora,10171.48,Standard,2013,4,,,86234.0,0,0,68
392335,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,86234.0,Married,Aurora,10171.48,Standard,2014,9,,,86234.0,0,0,51
189822,Canada,Alberta,Edmonton,T9G 1W3,Female,Master,83773.0,Married,Aurora,10179.72,Standard,2012,7,,,83773.0,0,0,77
678243,Canada,Alberta,Edmonton,T9G 1W3,Male,Master,83773.0,Married,Aurora,10179.72,Standard,2014,12,,,83773.0,0,0,48
138025,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,57870.0,Married,Aurora,10208.93,Standard,2017,3,2017.0,11.0,57870.0,0,0,8
290554,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,57870.0,Married,Aurora,10208.93,Standard,2013,6,,,57870.0,0,0,66
653081,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,57870.0,Married,Aurora,10208.93,Standard,2012,7,,,57870.0,0,0,77
681593,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57870.0,Married,Aurora,10208.93,Standard,2018,5,,,57870.0,0,0,7
705006,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,57870.0,Married,Aurora,10208.93,Standard,2014,2,,,57870.0,0,0,58
907077,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,57870.0,Married,Aurora,10208.93,Standard,2013,3,2018.0,8.0,57870.0,0,0,65
842793,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,58665.0,Married,Aurora,10209.02,Standard,2016,2,,,58665.0,0,0,34
273144,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,100633.0,Married,Aurora,10212.02,Standard,2015,4,,,100633.0,0,0,44
311857,Canada,Ontario,Toronto,P1J 8T7,Male,Doctor,150106.0,Married,Aurora,10215.78,Standard,2018,12,,,150106.0,0,0,0
112894,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Aurora,10221.81,Standard,2018,12,,,73455.0,1,1,0
895346,Canada,Alberta,Peace River,T9O 2W2,Female,College,,Married,Aurora,10221.81,Standard,2015,11,,,73455.0,1,1,37
826149,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Aurora,10242.41,Standard,2015,12,,,73455.0,1,1,36
459128,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,70465.0,Married,Aurora,10248.9,Standard,2016,9,,,70465.0,0,0,27
524951,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,75918.0,Single,Aurora,10272.61,Standard,2018,12,,,75918.0,0,0,0
649994,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,49997.0,Married,Aurora,10295.47,Standard,2013,3,,,49997.0,0,0,69
413101,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79342.0,Married,Aurora,10298.39,Standard,2013,6,,,79342.0,0,0,66
165893,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,47887.0,Single,Aurora,10302.9,Standard,2012,5,,,47887.0,0,0,79
206207,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,89245.0,Married,Aurora,10307.65,Standard,2014,1,,,89245.0,0,0,59
584833,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,89245.0,Married,Aurora,10307.65,Standard,2017,11,,,89245.0,0,0,13
592034,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,104968.0,Married,Nova,8819.02,2018 Promotion,2018,2,,,104968.0,0,0,10
222102,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,73236.0,Married,Aurora,10330.44,Standard,2012,10,,,73236.0,0,0,74
752259,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,73236.0,Married,Aurora,10330.44,Standard,2016,3,,,73236.0,0,0,33
577278,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,61822.0,Divorced,Aurora,10340.46,Standard,2012,4,,,61822.0,0,0,80
685546,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Aurora,10346.32,Standard,2014,6,,,73455.0,1,1,54
455758,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,81892.0,Divorced,Aurora,10357.51,Standard,2017,12,,,81892.0,0,0,12
931657,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,70495.0,Married,Aurora,10357.63,Standard,2012,7,,,70495.0,0,0,77
486143,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Aurora,10369.39,Standard,2018,5,,,73455.0,1,1,7
148767,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,77705.0,Married,Aurora,10373.89,Standard,2013,1,,,77705.0,0,0,71
696864,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,77705.0,Married,Aurora,10373.89,Standard,2017,3,,,77705.0,0,0,21
437403,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,56370.0,Single,Aurora,10388.99,Standard,2016,9,2017.0,5.0,56370.0,0,0,8
239525,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,61811.0,Married,Nova,8920.46,2018 Promotion,2018,3,,,61811.0,0,0,9
827353,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Nova,8937.12,2018 Promotion,2018,3,,,73455.0,1,1,9
767648,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,57480.0,Married,Aurora,10396.53,Standard,2017,9,,,57480.0,0,0,15
521225,Canada,Ontario,Ottawa,K1G 4Z0,Female,Master,102782.0,Divorced,Aurora,10408.97,Standard,2013,10,,,102782.0,0,0,62
521486,Canada,Ontario,Toronto,M8Y 4K8,Female,Master,102782.0,Divorced,Aurora,10408.97,Standard,2015,10,,,102782.0,0,0,38
912984,Canada,British Columbia,Vancouver,V1E 4R6,Female,Master,102782.0,Divorced,Aurora,10408.97,Standard,2013,9,2014.0,7.0,102782.0,0,0,10
956477,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,90587.0,Married,Aurora,10419.17,Standard,2013,4,,,90587.0,0,0,68
225920,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,82078.0,Married,Aurora,10425.99,Standard,2016,6,,,82078.0,0,0,30
821712,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,70208.0,Married,Aurora,10426.09,Standard,2016,3,2016.0,11.0,70208.0,0,0,8
311692,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Nova,9048.98,2018 Promotion,2018,4,,,73455.0,1,1,8
251874,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,54390.0,Married,Aurora,10442.65,Standard,2012,11,,,54390.0,0,0,73
660684,Canada,Alberta,Edmonton,T3G 6Y6,Female,High School or Below,54390.0,Married,Aurora,10442.65,Standard,2017,1,,,54390.0,0,0,23
944243,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,9220.01,2018 Promotion,2018,3,,,73455.0,1,1,9
432200,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,76856.0,Single,Aurora,10477.78,Standard,2013,12,,,76856.0,0,0,60
467631,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,89302.0,Divorced,Aurora,10479.9,Standard,2016,5,,,89302.0,0,0,31
540109,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,89302.0,Divorced,Aurora,10479.9,Standard,2012,9,,,89302.0,0,0,75
893294,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,76622.0,Divorced,Aurora,10484.92,Standard,2013,5,,,76622.0,0,0,67
919285,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,76622.0,Divorced,Aurora,10484.92,Standard,2012,8,,,76622.0,0,0,76
684491,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,54340.0,Married,Aurora,10487.74,Standard,2016,12,,,54340.0,0,0,24
978934,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Married,Aurora,10506.77,Standard,2013,1,2016.0,5.0,73455.0,1,1,40
405318,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,59665.0,Divorced,Aurora,10506.88,Standard,2014,8,,,59665.0,0,0,52
266757,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,77019.0,Single,Aurora,10506.94,Standard,2016,5,,,77019.0,0,0,31
643912,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,77019.0,Single,Aurora,10506.94,Standard,2013,4,,,77019.0,0,0,68
169529,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,93800.0,Married,Nova,10359.02,2018 Promotion,2018,3,,,93800.0,0,0,9
654122,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,87921.0,Married,Aurora,10507.5,Standard,2015,5,,,87921.0,0,0,43
668843,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,60293.0,Married,Aurora,10507.69,Standard,2017,10,,,60293.0,0,0,14
707424,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,47638.0,Married,Aurora,10515.97,Standard,2015,8,,,47638.0,0,0,40
725962,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47638.0,Married,Aurora,10515.97,Standard,2018,8,,,47638.0,0,0,4
411686,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,66084.0,Married,Aurora,10517.16,Standard,2012,7,,,66084.0,0,0,77
481860,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,61419.0,Married,Aurora,10524.71,Standard,2017,12,,,61419.0,0,0,12
164017,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,80926.0,Married,Aurora,10529.01,Standard,2017,5,,,80926.0,0,0,19
812417,Canada,Ontario,Toronto,P5S 6R4,Female,Doctor,80926.0,Married,Aurora,10529.01,Standard,2014,4,,,80926.0,0,0,56
473786,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,99947.0,Married,Aurora,10536.08,Standard,2016,8,2018.0,8.0,99947.0,0,0,24
438698,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,75786.0,Married,Aurora,10541.11,Standard,2018,11,,,75786.0,0,0,1
732368,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,75786.0,Married,Aurora,10541.11,Standard,2012,8,,,75786.0,0,0,76
124761,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,64046.0,Married,Aurora,10546.66,Standard,2014,1,,,64046.0,0,0,59
126581,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,64046.0,Married,Aurora,10546.66,Standard,2015,6,,,64046.0,0,0,42
502390,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,51999.0,Married,Aurora,10548.54,Standard,2015,5,,,51999.0,0,0,43
940760,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,51999.0,Married,Aurora,10548.54,Standard,2013,6,,,51999.0,0,0,66
914609,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,69183.0,Single,Aurora,10551.15,Standard,2017,3,,,69183.0,0,0,21
717250,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,66856.0,Married,Aurora,10552.17,Standard,2018,6,,,66856.0,0,0,6
233877,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,88710.0,Married,Aurora,10552.88,Standard,2015,5,2015.0,11.0,88710.0,0,0,6
768996,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,88710.0,Married,Aurora,10552.88,Standard,2012,5,,,88710.0,0,0,79
932526,Canada,Ontario,London,M5B 3E4,Male,Bachelor,99260.0,Married,Aurora,10570.79,Standard,2017,10,,,99260.0,0,0,14
323542,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,100792.0,Married,Aurora,10571.54,Standard,2015,4,,,100792.0,0,0,44
637580,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,100792.0,Married,Aurora,10571.54,Standard,2013,1,,,100792.0,0,0,71
183208,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,10575.95,Standard,2014,5,,,73455.0,1,1,55
131342,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,63015.0,Married,Aurora,10581.28,Standard,2016,5,,,63015.0,0,0,31
331094,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,75512.0,Divorced,Aurora,10592.59,Standard,2018,5,,,75512.0,0,0,7
424126,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,100722.0,Married,Aurora,10593.59,Standard,2016,9,,,100722.0,0,0,27
869226,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Divorced,Aurora,10595.81,Standard,2016,1,,,73455.0,1,1,35
437357,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Aurora,10611.56,Standard,2015,8,,,73455.0,1,1,40
485040,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,57958.0,Single,Aurora,10620.49,Standard,2014,9,,,57958.0,0,0,51
840376,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,57958.0,Single,Aurora,10620.49,Standard,2016,12,,,57958.0,0,0,24
488724,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,58612.0,Married,Aurora,10629.22,Standard,2013,1,2013.0,1.0,58612.0,0,0,0
