Loyalty Number,Recency_Last_Flight,Recency_Last_Redeem,Total_Flights_2017,Total_Distance_2017,Points_Earned_2017,Points_Redeemed_2017,Dollar_Redeemed_2017,Active_Months_2017,Had_Outlier_Flight,Avg_Flights_Per_Month,Avg_Flights_Per_Active_Month,Redemption_Rate_2017,Never_Flew_2017,Has_Redeemed_2017,H1_Flights,H2_Flights,Flight_Trend_Abs,Flight_Trend_Pct,Seasonality_Index,CLV,Salary_Imputed,Education_Encoded,Loyalty_Card_Encoded,Tenure_Months,Salary_Was_Missing,Salary_Was_College_Missing,Churned,Zero_Activity_2018,Formal_Cancel
886803,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7304.16,73455.0,2,3,3,1,1,0,0,0
312490,2.0,2.0,21.0,40231.0,40231.0,529.0,95.0,7,0,1.75,3.0,0.013149064154507718,0,1,15.0,6.0,-9.0,-0.5625,1.7142857142857142,7319.58,74185.0,3,3,48,0,0,0,0,0
551248,1.0,1.0,22.0,26960.0,26960.0,1902.0,342.0,10,0,1.8333333333333333,2.2,0.07054896142433234,0,1,13.0,9.0,-4.0,-0.2857142857142857,1.2727272727272727,7320.99,104878.0,3,3,57,0,0,0,0,0
636413,0.0,3.0,24.0,38337.0,38337.0,555.0,100.0,9,0,2.0,2.6666666666666665,0.014476876124892402,0,1,13.0,11.0,-2.0,-0.14285714285714285,1.5,7322.93,91079.0,3,3,32,0,0,0,0,0
706962,0.0,1.0,17.0,22624.0,22624.0,1019.0,183.0,5,0,1.4166666666666667,3.4,0.04504066478076379,0,1,8.0,9.0,1.0,0.1111111111111111,1.411764705882353,7322.93,91079.0,3,3,41,0,0,0,0,0
618871,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7324.29,73455.0,2,3,8,1,1,1,0,1
325778,2.0,8.0,21.0,25824.0,25824.0,898.0,162.0,8,0,1.75,2.625,0.034773853779429986,0,1,12.0,9.0,-3.0,-0.23076923076923078,1.3333333333333333,7325.89,70631.0,3,3,50,0,0,0,0,0
236395,0.0,12.0,33.0,51017.0,51017.0,0.0,0.0,9,0,2.75,3.6666666666666665,0.0,0,0,15.0,18.0,3.0,0.1875,1.4545454545454546,7326.54,77523.0,3,3,64,0,0,0,0,0
908246,1.0,2.0,18.0,30157.0,30157.0,413.0,74.0,8,0,1.5,2.25,0.013694996186623338,0,1,15.0,3.0,-12.0,-0.75,2.2222222222222223,7326.54,77523.0,3,3,69,0,0,0,0,0
980575,1.0,5.0,18.0,21109.0,21109.0,961.0,173.0,6,0,1.5,3.0,0.04552560519209816,0,1,11.0,7.0,-4.0,-0.3333333333333333,1.3333333333333333,7329.89,73455.0,2,3,51,1,1,0,0,0
706125,0.0,0.0,18.0,27969.0,27969.0,1476.0,266.0,9,0,1.5,2.0,0.05277271264614394,0,1,11.0,7.0,-4.0,-0.3333333333333333,1.5555555555555556,7330.19,51595.0,3,3,30,0,0,0,0,0
906158,0.0,12.0,25.0,40228.0,40228.0,0.0,0.0,7,0,2.0833333333333335,3.5714285714285716,0.0,0,0,17.0,8.0,-9.0,-0.5,1.44,7331.51,73455.0,2,3,72,1,1,0,0,0
977303,1.0,12.0,14.0,18784.0,18784.0,0.0,0.0,6,0,1.1666666666666667,2.3333333333333335,0.0,0,0,11.0,3.0,-8.0,-0.6666666666666666,2.5714285714285716,7331.51,73455.0,2,3,27,1,1,0,0,0
593190,1.0,7.0,25.0,31757.0,31757.0,479.0,86.0,8,0,2.0833333333333335,3.125,0.015083288723745945,0,1,13.0,12.0,-1.0,-0.07142857142857142,1.28,7334.33,96269.0,3,3,70,0,0,0,0,0
369188,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7334.92,54568.0,3,3,78,0,0,1,1,0
323776,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7340.5,68615.0,3,3,6,0,0,0,0,0
279777,0.0,11.0,15.0,25982.0,25982.0,355.0,64.0,7,0,1.25,2.142857142857143,0.013663305365252867,0,1,8.0,7.0,-1.0,-0.1111111111111111,1.6,7341.74,96337.0,3,3,73,0,0,0,0,0
224691,6.0,12.0,10.0,16492.0,16492.0,0.0,0.0,3,0,0.8333333333333334,3.3333333333333335,0.0,0,0,10.0,0.0,-10.0,-0.9090909090909091,3.6,7343.35,73455.0,2,3,31,1,1,0,0,0
359029,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7343.53,73455.0,2,3,11,1,1,0,0,0
989262,1.0,3.0,4.0,5991.0,5991.0,479.0,86.0,3,0,0.3333333333333333,1.3333333333333333,0.0799532632281756,0,1,0.0,4.0,4.0,4.0,3.0,7347.41,53487.0,3,3,16,0,0,0,0,0
823319,0.0,12.0,7.0,9603.0,9603.0,0.0,0.0,3,0,0.5833333333333334,2.3333333333333335,0.0,0,0,0.0,7.0,7.0,7.0,3.4285714285714284,7356.38,56119.0,3,3,19,0,0,0,0,0
664008,0.0,12.0,1.0,1072.0,1072.0,0.0,0.0,1,0,0.08333333333333333,1.0,0.0,0,0,0.0,1.0,1.0,1.0,4.0,7356.56,91285.0,3,3,13,0,0,0,0,0
893266,2.0,12.0,15.0,24543.0,24543.0,0.0,0.0,7,0,1.25,2.142857142857143,0.0,0,0,11.0,4.0,-7.0,-0.5833333333333334,1.8666666666666667,7367.65,50433.0,3,3,33,0,0,0,0,0
606875,0.0,0.0,23.0,28298.0,28298.0,1017.0,183.0,10,0,1.9166666666666667,2.3,0.035938935613824295,0,1,8.0,15.0,7.0,0.7777777777777778,1.391304347826087,7371.59,73455.0,2,3,52,1,1,0,0,0
797216,2.0,12.0,18.0,22654.0,22654.0,0.0,0.0,7,0,1.5,2.5714285714285716,0.0,0,0,8.0,10.0,2.0,0.2222222222222222,2.0,7374.08,73455.0,2,3,53,1,1,0,0,0
464117,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7375.57,56307.0,3,3,3,0,0,0,0,0
723438,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7375.57,56307.0,3,3,1,0,0,0,0,0
917191,1.0,9.0,18.0,21380.0,21380.0,479.0,86.0,6,0,1.5,3.0,0.022404115996258186,0,1,9.0,9.0,0.0,0.0,1.3333333333333333,7377.23,73455.0,2,3,53,1,1,0,0,0
349577,0.0,1.0,18.0,32767.0,32767.0,1898.0,342.0,6,0,1.5,3.0,0.05792413098544267,0,1,3.0,15.0,12.0,3.0,1.7777777777777777,7381.62,78966.0,3,3,33,0,0,0,0,0
938031,0.0,12.0,18.0,29955.0,29955.0,0.0,0.0,9,0,1.5,2.0,0.0,0,0,11.0,7.0,-4.0,-0.3333333333333333,1.5555555555555556,7381.91,72064.0,3,3,71,0,0,0,0,0
906946,0.0,12.0,14.0,12108.0,12108.0,0.0,0.0,6,0,1.1666666666666667,2.3333333333333335,0.0,0,0,9.0,5.0,-4.0,-0.4,2.2857142857142856,7388.18,52990.0,3,3,74,0,0,0,0,0
284782,2.0,12.0,12.0,19893.0,19893.0,0.0,0.0,6,0,1.0,2.0,0.0,0,0,6.0,6.0,0.0,0.0,1.3333333333333333,7396.28,83960.0,3,3,52,0,0,0,0,0
962455,0.0,12.0,29.0,49318.0,49318.0,0.0,0.0,10,0,2.4166666666666665,2.9,0.0,0,0,15.0,14.0,-1.0,-0.0625,1.5172413793103448,7396.28,83960.0,3,3,62,0,0,0,0,0
929455,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7396.72,61941.0,3,3,1,0,0,0,0,0
182205,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7399.03,73455.0,2,3,13,1,1,0,0,0
530770,2.0,6.0,18.0,27963.0,27963.0,1249.0,225.0,8,0,1.5,2.25,0.04466616600507814,0,1,16.0,2.0,-14.0,-0.8235294117647058,2.0,7399.03,73455.0,2,3,69,1,1,0,0,0
141047,2.0,5.0,24.0,31183.0,31183.0,482.0,87.0,8,0,2.0,3.0,0.015457140108392393,0,1,12.0,12.0,0.0,0.0,1.5,7403.45,58210.0,1,3,45,0,0,0,0,0
413243,0.0,12.0,21.0,37080.0,37080.0,0.0,0.0,8,0,1.75,2.625,0.0,0,0,12.0,9.0,-3.0,-0.23076923076923078,1.3333333333333333,7405.27,74918.0,3,3,78,0,0,0,0,0
211842,0.0,0.0,22.0,37936.0,37936.0,536.0,96.0,8,0,1.8333333333333333,2.75,0.01412905946857866,0,1,5.0,17.0,12.0,2.0,1.6363636363636365,7405.42,199426.0,5,3,24,0,0,0,0,0
567319,0.0,0.0,14.0,23502.0,23502.0,975.0,175.0,5,0,1.1666666666666667,2.8,0.04148583099310697,0,1,4.0,10.0,6.0,1.2,2.5714285714285716,7406.88,59837.0,3,3,46,0,0,0,0,0
349220,1.0,10.0,16.0,25972.0,25972.0,351.0,63.0,5,0,1.3333333333333333,3.2,0.013514554135222547,0,1,3.0,13.0,10.0,2.5,2.25,7408.17,77868.0,3,3,57,0,0,0,0,0
162180,0.0,1.0,9.0,17876.0,17876.0,871.0,157.0,3,0,0.75,3.0,0.04872454687849631,0,1,0.0,9.0,9.0,9.0,4.0,7409.08,76660.0,3,3,15,0,0,0,0,0
297702,2.0,12.0,17.0,27610.0,27610.0,0.0,0.0,6,0,1.4166666666666667,2.8333333333333335,0.0,0,0,12.0,5.0,-7.0,-0.5384615384615384,1.8823529411764706,7409.08,76660.0,3,3,5,0,0,0,0,0
994707,0.0,12.0,10.0,19769.0,19769.0,0.0,0.0,3,0,0.8333333333333334,3.3333333333333335,0.0,0,0,0.0,10.0,10.0,10.0,2.4,7409.59,90750.0,3,3,17,0,0,0,0,0
796213,6.0,9.0,9.0,13752.0,13752.0,569.0,102.0,5,0,0.75,1.8,0.04137579988365329,0,1,9.0,0.0,-9.0,-0.9,2.2222222222222223,7412.03,70321.0,3,3,28,0,0,0,0,0
883841,3.0,12.0,23.0,39270.0,39270.0,0.0,0.0,6,0,1.9166666666666667,3.8333333333333335,0.0,0,0,17.0,6.0,-11.0,-0.6111111111111112,1.7391304347826086,7412.14,75768.0,3,3,66,0,0,0,0,0
244762,1.0,9.0,8.0,11472.0,11472.0,471.0,85.0,5,0,0.6666666666666666,1.6,0.041056485355648535,0,1,2.0,6.0,4.0,1.3333333333333333,2.0,7412.96,73455.0,2,3,60,1,1,0,0,0
271357,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7412.96,73455.0,2,3,15,1,1,0,0,0
338285,0.0,3.0,19.0,26823.0,26823.0,978.0,176.0,6,0,1.5833333333333333,3.1666666666666665,0.036461245945643664,0,1,5.0,14.0,9.0,1.5,1.894736842105263,7414.44,77621.0,3,3,20,0,0,0,0,0
855007,0.0,9.0,12.0,20194.0,20194.0,417.0,75.0,5,0,1.0,2.4,0.02064969793007824,0,1,4.0,8.0,4.0,0.8,2.6666666666666665,7414.44,77621.0,3,3,78,0,0,0,0,0
614830,0.0,12.0,35.0,54695.0,54695.0,0.0,0.0,10,0,2.9166666666666665,3.5,0.0,0,0,12.0,23.0,11.0,0.8461538461538461,1.4857142857142858,7416.2,73455.0,2,3,74,1,1,0,0,0
664799,0.0,4.0,16.0,19789.0,19789.0,697.0,125.0,5,0,1.3333333333333333,3.2,0.03522158775077063,0,1,3.0,13.0,10.0,2.5,2.25,7416.2,73455.0,2,3,19,1,1,0,0,0
381539,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7416.47,73455.0,2,3,6,1,1,0,0,0
609532,0.0,6.0,26.0,35437.0,35437.0,1572.0,284.0,8,0,2.1666666666666665,3.25,0.044360414256285806,0,1,11.0,15.0,4.0,0.3333333333333333,1.2307692307692308,7421.59,66596.0,3,3,70,0,0,0,0,0
666680,0.0,0.0,13.0,15838.0,15838.0,554.0,100.0,5,0,1.0833333333333333,2.6,0.03497916403586311,0,1,8.0,5.0,-3.0,-0.3333333333333333,1.8461538461538463,7422.19,49188.0,3,3,76,0,0,0,0,0
789148,1.0,8.0,14.0,20832.0,20832.0,431.0,78.0,6,0,1.1666666666666667,2.3333333333333335,0.02068932411674347,0,1,7.0,7.0,0.0,0.0,2.0,7422.19,49188.0,3,3,41,0,0,0,0,0
404846,2.0,2.0,19.0,35003.0,35003.0,491.0,88.0,7,0,1.5833333333333333,2.7142857142857144,0.014027369082650058,0,1,13.0,6.0,-7.0,-0.5,1.894736842105263,7425.85,93595.0,3,3,50,0,0,0,0,0
315242,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7425.87,74379.0,3,3,72,0,0,1,1,0
455474,0.0,12.0,29.0,47657.0,47657.0,0.0,0.0,8,0,2.4166666666666665,3.625,0.0,0,0,13.0,16.0,3.0,0.21428571428571427,1.3793103448275863,7427.5,53016.0,3,3,52,0,0,0,0,0
650529,3.0,4.0,24.0,47018.0,47018.0,1158.0,209.0,7,0,2.0,3.4285714285714284,0.024628865540856693,0,1,11.0,13.0,2.0,0.16666666666666666,2.1666666666666665,7427.85,89198.0,3,3,23,0,0,0,0,0
915194,2.0,12.0,19.0,37566.0,37566.0,0.0,0.0,5,0,1.5833333333333333,3.8,0.0,0,0,7.0,12.0,5.0,0.625,1.894736842105263,7432.86,74962.0,3,3,71,0,0,0,0,0
738874,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7433.82,72563.0,3,3,11,0,0,0,0,0
288500,0.0,6.0,20.0,25899.0,25899.0,733.0,132.0,7,0,1.6666666666666667,2.857142857142857,0.028302251052164176,0,1,9.0,11.0,2.0,0.2,1.4,7434.68,52671.0,3,3,44,0,0,0,0,0
554888,1.0,12.0,14.0,23106.0,23106.0,0.0,0.0,6,0,1.1666666666666667,2.3333333333333335,0.0,0,0,3.0,11.0,8.0,2.0,2.857142857142857,7437.51,96564.0,3,3,8,0,0,1,1,1
352280,0.0,2.0,9.0,11928.0,11928.0,493.0,89.0,4,0,0.75,2.25,0.041331321260898723,0,1,0.0,9.0,9.0,9.0,2.6666666666666665,7437.69,95469.0,3,3,17,0,0,0,0,0
599184,0.0,12.0,15.0,25805.0,25805.0,0.0,0.0,5,0,1.25,3.0,0.0,0,0,0.0,15.0,15.0,15.0,3.2,7442.57,73995.0,3,3,19,0,0,0,0,0
196202,0.0,2.0,13.0,25734.0,25734.0,460.0,83.0,4,0,1.0833333333333333,3.25,0.017875184580710343,0,1,0.0,13.0,13.0,13.0,3.076923076923077,7443.83,97241.0,3,3,16,0,0,0,0,0
164388,0.0,1.0,15.0,20027.0,20027.0,460.0,83.0,7,0,1.25,2.142857142857143,0.022968991860987668,0,1,7.0,8.0,1.0,0.125,1.6,7444.81,72919.0,3,3,59,0,0,0,0,0
317683,4.0,7.0,16.0,20801.0,20801.0,898.0,161.0,6,0,1.3333333333333333,2.6666666666666665,0.043171001394163744,0,1,13.0,3.0,-10.0,-0.7142857142857143,1.75,7444.81,72919.0,3,3,28,0,0,0,0,0
224661,0.0,12.0,33.0,53780.0,53780.0,0.0,0.0,9,0,2.75,3.6666666666666665,0.0,0,0,16.0,17.0,1.0,0.058823529411764705,1.0909090909090908,7444.94,73455.0,2,3,37,1,1,0,0,0
239276,2.0,11.0,11.0,15271.0,15271.0,385.0,69.0,5,0,0.9166666666666666,2.2,0.025211184598258135,0,1,8.0,3.0,-5.0,-0.5555555555555556,2.1818181818181817,7446.81,103790.0,3,3,25,0,0,0,0,0
123944,0.0,1.0,4.0,7864.0,7864.0,320.0,58.0,1,0,0.3333333333333333,4.0,0.04069175991861648,0,1,0.0,4.0,4.0,4.0,4.0,7451.48,73479.0,1,3,14,0,0,0,0,0
258123,1.0,10.0,13.0,23763.0,23763.0,374.0,67.0,5,0,1.0833333333333333,2.6,0.01573875352438665,0,1,10.0,3.0,-7.0,-0.6363636363636364,2.1538461538461537,7451.48,73479.0,1,3,41,0,0,0,0,0
822901,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7452.54,73455.0,2,3,12,1,1,0,0,0
229436,2.0,12.0,13.0,12332.0,12332.0,0.0,0.0,4,0,1.0833333333333333,3.25,0.0,0,0,5.0,8.0,3.0,0.5,1.5384615384615385,7452.94,73455.0,2,3,23,1,1,0,0,0
178157,4.0,12.0,10.0,10845.0,10845.0,0.0,0.0,3,0,0.8333333333333334,3.3333333333333335,0.0,0,0,6.0,4.0,-2.0,-0.2857142857142857,2.0,7457.24,73455.0,2,3,27,1,1,1,1,1
438525,5.0,10.0,13.0,14111.0,14111.0,313.0,56.0,6,0,1.0833333333333333,2.1666666666666665,0.022181277017929275,0,1,12.0,1.0,-11.0,-0.8461538461538461,1.8461538461538463,7457.24,73455.0,2,3,8,1,1,1,1,1
574640,1.0,9.0,28.0,47673.0,47673.0,425.0,77.0,8,0,2.3333333333333335,3.5,0.00891489941895832,0,1,13.0,15.0,2.0,0.14285714285714285,1.7142857142857142,7457.34,63669.0,3,3,74,0,0,0,0,0
914959,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7457.34,63669.0,3,3,1,0,0,1,1,1
352242,3.0,1.0,13.0,20146.0,20146.0,1189.0,214.0,4,0,1.0833333333333333,3.25,0.059019160131043386,0,1,6.0,7.0,1.0,0.14285714285714285,2.1538461538461537,7462.93,83322.0,3,3,67,0,0,0,0,0
443557,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7462.93,83322.0,3,3,2,0,0,1,1,0
429849,0.0,8.0,13.0,16526.0,16526.0,344.0,62.0,6,0,1.0833333333333333,2.1666666666666665,0.020815684376134576,0,1,8.0,5.0,-3.0,-0.3333333333333333,2.1538461538461537,7465.98,73455.0,2,3,65,1,1,0,0,0
728135,2.0,11.0,13.0,26080.0,26080.0,362.0,65.0,7,0,1.0833333333333333,1.8571428571428572,0.013880368098159509,0,1,5.0,8.0,3.0,0.5,1.5384615384615385,7469.15,73455.0,2,3,74,1,1,1,1,0
373044,1.0,12.0,9.0,13602.0,13602.0,0.0,0.0,3,0,0.75,3.0,0.0,0,0,0.0,9.0,9.0,9.0,2.6666666666666665,7472.67,64385.0,3,3,19,0,0,0,0,0
762681,0.0,4.0,23.0,39289.0,39289.0,1264.0,227.0,8,0,1.9166666666666667,2.875,0.03217185471760544,0,1,12.0,11.0,-1.0,-0.07692307692307693,1.2173913043478262,7475.78,295545.0,5,3,64,0,0,0,0,0
540316,0.0,0.0,19.0,29306.0,29306.0,1434.0,257.0,8,0,1.5833333333333333,2.375,0.048931959325735346,0,1,10.0,9.0,-1.0,-0.09090909090909091,1.263157894736842,7480.71,70333.0,3,3,48,0,0,0,0,0
942413,1.0,10.0,21.0,24073.0,24073.0,356.0,64.0,8,0,1.75,2.625,0.014788352095708885,0,1,11.0,10.0,-1.0,-0.08333333333333333,1.3333333333333333,7480.71,70333.0,3,3,34,0,0,0,0,0
107571,0.0,7.0,19.0,24089.0,24089.0,752.0,135.0,6,0,1.5833333333333333,3.1666666666666665,0.031217568184648596,0,1,8.0,11.0,3.0,0.3333333333333333,1.6842105263157894,7486.09,73455.0,2,3,21,1,1,0,0,0
549034,2.0,12.0,8.0,8790.0,8790.0,0.0,0.0,2,0,0.6666666666666666,4.0,0.0,0,0,0.0,8.0,8.0,8.0,2.5,7486.17,60244.0,3,3,18,0,0,0,0,0
896861,0.0,12.0,43.0,71229.0,71229.0,0.0,0.0,9,0,3.5833333333333335,4.777777777777778,0.0,0,0,15.0,28.0,13.0,0.8125,1.6744186046511629,7487.74,73455.0,2,3,37,1,1,0,0,0
603739,0.0,9.0,21.0,32798.0,32798.0,532.0,96.0,8,0,1.75,2.625,0.016220501250076225,0,1,6.0,15.0,9.0,1.2857142857142858,1.7142857142857142,7492.06,61041.0,3,3,32,0,0,0,0,0
210298,0.0,0.0,24.0,30062.0,30062.0,1681.0,303.0,8,0,2.0,3.0,0.05591776994211962,0,1,13.0,11.0,-2.0,-0.14285714285714285,1.5,7494.09,73455.0,2,3,30,1,1,0,0,0
536409,0.0,12.0,9.0,10968.0,10968.0,0.0,0.0,4,0,0.75,2.25,0.0,0,0,3.0,6.0,3.0,0.75,1.3333333333333333,7494.09,73455.0,2,3,19,1,1,0,0,0
726940,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7496.01,76610.0,3,3,2,0,0,1,1,1
557633,1.0,12.0,8.0,8364.0,8364.0,0.0,0.0,4,0,0.6666666666666666,2.0,0.0,0,0,1.0,7.0,6.0,3.0,3.0,7498.82,73455.0,2,3,19,1,1,0,0,0
345959,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7507.46,76485.0,3,3,1,0,0,0,0,0
349108,6.0,12.0,13.0,17605.0,17605.0,0.0,0.0,5,0,1.0833333333333333,2.6,0.0,0,0,13.0,0.0,-13.0,-0.9285714285714286,3.076923076923077,7507.46,76485.0,3,3,32,0,0,1,1,1
308214,0.0,12.0,19.0,26764.0,26764.0,0.0,0.0,9,0,1.5833333333333333,2.111111111111111,0.0,0,0,9.0,10.0,1.0,0.1,1.4736842105263157,7516.83,54940.0,3,3,33,0,0,0,0,0
396048,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7517.08,73455.0,2,3,4,1,1,0,0,0
147241,0.0,0.0,23.0,32893.0,32893.0,1363.0,245.0,9,0,1.9166666666666667,2.5555555555555554,0.04143738789408081,0,1,13.0,10.0,-3.0,-0.21428571428571427,1.565217391304348,7517.38,59490.0,3,3,43,0,0,0,0,0
951389,0.0,5.0,15.0,24564.0,24564.0,865.0,156.0,7,0,1.25,2.142857142857143,0.035214134505780814,0,1,8.0,7.0,-1.0,-0.1111111111111111,1.0666666666666667,7519.03,55613.0,3,3,64,0,0,0,0,0
390190,0.0,12.0,23.0,34505.0,34505.0,0.0,0.0,6,0,1.9166666666666667,3.8333333333333335,0.0,0,0,6.0,17.0,11.0,1.5714285714285714,1.7391304347826086,7519.13,102379.0,3,3,19,0,0,0,0,0
407404,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7519.13,102379.0,3,3,18,0,0,1,1,0
433300,1.0,12.0,2.0,1662.0,1662.0,0.0,0.0,1,0,0.16666666666666666,2.0,0.0,0,0,0.0,2.0,2.0,2.0,4.0,7519.13,102379.0,3,3,1,0,0,1,1,1
604783,0.0,12.0,4.0,3704.0,3704.0,0.0,0.0,1,0,0.3333333333333333,4.0,0.0,0,0,0.0,4.0,4.0,4.0,4.0,7519.13,102379.0,3,3,13,0,0,0,0,0
638237,3.0,3.0,10.0,5942.0,5942.0,377.0,68.0,2,0,0.8333333333333334,5.0,0.06344665095927297,0,1,0.0,10.0,10.0,10.0,4.0,7519.13,102379.0,3,3,18,0,0,0,0,0
744117,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7519.13,102379.0,3,3,13,0,0,0,0,0
948950,2.0,12.0,15.0,24381.0,24381.0,0.0,0.0,5,0,1.25,3.0,0.0,0,0,10.0,5.0,-5.0,-0.45454545454545453,1.6,7522.07,66831.0,3,3,70,0,0,0,0,0
106838,0.0,12.0,26.0,44857.0,44857.0,0.0,0.0,10,0,2.1666666666666665,2.6,0.0,0,0,9.0,17.0,8.0,0.8,1.3846153846153846,7524.74,58674.0,3,3,26,0,0,0,0,0
674876,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7528.09,73455.0,2,3,12,1,1,0,0,0
488151,7.0,9.0,6.0,6270.0,6270.0,1011.0,182.0,2,0,0.5,3.0,0.16124401913875597,0,1,6.0,0.0,-6.0,-0.8571428571428571,2.6666666666666665,7531.03,73455.0,2,3,9,1,1,1,1,1
898698,0.0,2.0,24.0,38566.0,38566.0,325.0,59.0,8,0,2.0,3.0,0.00842711196390603,0,1,11.0,13.0,2.0,0.16666666666666666,1.8333333333333333,7535.43,59344.0,3,3,21,0,0,0,0,0
536092,0.0,5.0,18.0,21919.0,21919.0,1353.0,244.0,8,0,1.5,2.25,0.061727268579770976,0,1,14.0,4.0,-10.0,-0.6666666666666666,1.7777777777777777,7536.07,82891.0,3,3,46,0,0,0,0,0
120583,3.0,10.0,27.0,42048.0,42048.0,802.0,145.0,9,0,2.25,3.0,0.0190734398782344,0,1,17.0,10.0,-7.0,-0.3888888888888889,1.4814814814814814,7539.6,73455.0,2,3,76,1,1,0,0,0
761674,0.0,3.0,25.0,39464.0,39464.0,589.0,106.0,8,0,2.0833333333333335,3.125,0.014924994932090006,0,1,10.0,15.0,5.0,0.45454545454545453,1.44,7540.05,80947.0,3,3,51,0,0,0,0,0
544421,0.0,5.0,26.0,43591.0,43591.0,1110.0,200.0,9,0,2.1666666666666665,2.888888888888889,0.02546397192080934,0,1,12.0,14.0,2.0,0.15384615384615385,1.2307692307692308,7540.39,73455.0,2,3,62,1,1,0,0,0
537701,0.0,0.0,21.0,28790.0,28790.0,808.0,146.0,7,0,1.75,3.0,0.028065300451545677,0,1,7.0,14.0,7.0,0.875,1.7142857142857142,7540.58,53637.0,3,3,27,0,0,0,0,0
372622,0.0,1.0,12.0,12031.0,12031.0,514.0,93.0,5,0,1.0,2.4,0.04272296567201397,0,1,1.0,11.0,10.0,5.0,2.3333333333333335,7540.91,77075.0,3,3,62,0,0,0,0,0
601332,0.0,12.0,23.0,33699.0,33699.0,0.0,0.0,8,0,1.9166666666666667,2.875,0.0,0,0,6.0,17.0,11.0,1.5714285714285714,1.7391304347826086,7540.91,77075.0,3,3,20,0,0,0,0,0
741657,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7542.71,73455.0,2,3,76,1,1,1,1,0
948616,0.0,0.0,21.0,35187.0,35187.0,463.0,83.0,6,0,1.75,3.5,0.013158268678773411,0,1,7.0,14.0,7.0,0.875,1.5238095238095237,7542.71,73455.0,2,3,70,1,1,0,0,0
883816,0.0,1.0,21.0,32338.0,32338.0,807.0,145.0,7,0,1.75,3.0,0.024955161110767517,0,1,8.0,13.0,5.0,0.5555555555555556,1.5238095238095237,7546.61,54785.0,3,3,24,0,0,1,0,1
834012,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7550.87,73455.0,2,3,5,1,1,0,0,0
